time_s,elapsed_s,gt_sync_span_s,gt_x_m,gt_y_m,gt_yaw_deg,estimate_x_m,estimate_y_m,estimate_yaw_deg,aligned_x_m,aligned_y_m,aligned_yaw_deg,position_error_m,yaw_error_signed_deg,yaw_error_deg,composite_pose_error,joint_accuracy_satisfied,filter_segment_id,original_row_index
31.820000,30.490000,0.020000,7.771786,-3.974213,141.798,7.651067,-4.022235,140.868,7.735585,-3.914348,141.544,0.069960,-0.254,0.254,0.105265,1,0,158
32.010000,30.680000,0.010000,7.761980,-3.968329,135.752,7.642387,-4.014339,134.998,7.726812,-3.906554,135.674,0.071084,-0.078,0.078,0.101126,1,0,159
32.190000,30.860000,0.100000,7.746488,-3.954588,129.370,7.629430,-3.999811,129.116,7.713685,-3.892180,129.791,0.070504,0.421,0.421,0.116130,1,0,160
32.390000,31.060000,0.100000,7.726458,-3.930606,124.030,7.620421,-3.884007,124.729,7.703311,-3.776491,125.404,0.155844,1.374,1.374,0.293863,1,0,161
32.590000,31.260000,0.090000,7.708750,-3.904704,121.170,7.598015,-3.849094,121.193,7.680495,-3.741844,121.868,0.165292,0.698,0.698,0.253760,1,0,162
32.770000,31.440000,0.070000,7.683787,-3.862891,118.996,7.575161,-3.809743,119.509,7.657179,-3.702766,120.184,0.162321,1.189,1.189,0.284513,1,0,163
32.970000,31.640000,0.070000,7.655403,-3.811301,118.703,7.545768,-3.757263,119.418,7.627169,-3.650636,120.094,0.163127,1.391,1.391,0.303190,1,0,164
33.170000,31.840000,0.070000,7.624867,-3.755826,120.310,7.513961,-3.702439,121.167,7.594718,-3.596190,121.842,0.162458,1.533,1.533,0.315862,1,0,165
33.360000,32.030000,0.060000,7.591738,-3.700230,123.702,7.480604,-3.650490,124.434,7.560750,-3.544639,125.109,0.158647,1.407,1.407,0.299901,1,0,166
33.560000,32.230000,0.060000,7.554474,-3.646277,128.302,7.441035,-3.597764,129.015,7.520562,-3.492383,129.690,0.157586,1.388,1.388,0.296986,1,0,167
33.750000,32.420000,0.050000,7.511049,-3.592990,132.485,7.398006,-3.548444,132.988,7.476955,-3.443574,133.664,0.153257,1.179,1.179,0.273429,1,0,168
33.950000,32.620000,0.050000,7.461381,-3.540519,135.833,7.346803,-3.497152,136.406,7.425150,-3.392889,137.081,0.152011,1.248,1.248,0.278123,1,0,169
34.140000,32.810000,0.040000,7.420367,-3.501052,137.540,7.293379,-3.448201,138.469,7.371152,-3.344571,139.145,0.164038,1.605,1.605,0.324576,1,0,170
34.310000,32.980000,0.010000,7.362326,-3.448686,138.981,7.242877,-3.404401,139.624,7.320138,-3.301369,140.300,0.153238,1.319,1.319,0.285913,1,0,171
34.490000,33.160000,0.090000,7.317486,-3.409824,139.443,7.188358,-3.358472,140.107,7.265081,-3.256086,140.783,0.162424,1.339,1.339,0.297729,1,0,172
34.680000,33.350000,0.080000,7.258127,-3.359166,139.522,7.131545,-3.311020,140.068,7.207713,-3.209308,140.744,0.158110,1.221,1.221,0.282548,1,0,173
34.880000,33.550000,0.080000,7.199631,-3.309133,139.079,7.072690,-3.261379,139.568,7.148276,-3.160364,140.243,0.157383,1.165,1.165,0.276892,1,0,174
35.060000,33.730000,0.060000,7.141935,-3.258828,138.321,7.020417,-3.216300,138.870,7.095475,-3.115905,139.545,0.150285,1.224,1.224,0.274101,1,0,175
35.240000,33.910000,0.040000,7.087151,-3.209808,136.807,6.968350,-3.230459,136.731,7.043579,-3.130677,137.407,0.090334,0.600,0.600,0.153364,1,0,176
35.440000,34.110000,0.040000,7.034571,-3.159340,133.919,6.916538,-3.179188,133.860,6.991166,-3.080021,134.535,0.090419,0.617,0.617,0.154774,1,0,177
35.640000,34.310000,0.040000,6.995555,-3.118323,132.101,6.865232,-3.123288,131.506,6.939204,-3.024730,132.182,0.109248,0.081,0.081,0.154927,1,0,178
35.840000,34.510000,0.040000,6.943845,-3.060095,130.483,6.814045,-3.063706,130.090,6.887318,-2.965755,130.765,0.109979,0.282,0.282,0.160554,1,0,179
36.030000,34.700000,0.030000,6.892779,-2.999753,129.819,6.766110,-3.006058,129.598,6.838707,-2.908676,130.274,0.105918,0.454,0.454,0.162994,1,0,180
36.230000,34.900000,0.030000,6.843158,-2.940164,129.908,6.716699,-2.946347,129.784,6.788595,-2.849552,130.460,0.105771,0.552,0.552,0.168741,1,0,181
36.420000,35.090000,0.020000,6.793877,-2.881498,130.525,6.669809,-2.890567,130.400,6.741051,-2.794330,131.076,0.101926,0.551,0.551,0.163861,1,0,182
36.610000,35.280000,0.010000,6.745122,-2.824759,131.682,6.631687,-2.817277,131.192,6.702067,-2.721494,131.868,0.111881,0.186,0.186,0.160389,1,0,183
36.810000,35.480000,0.010000,6.695666,-2.770195,133.984,6.581952,-2.762680,133.527,6.651692,-2.667487,134.202,0.111726,0.219,0.219,0.161002,1,0,184
37.000000,35.670000,0.000000,6.642763,-2.716240,135.835,6.531585,-2.711201,135.260,6.600721,-2.616606,135.935,0.108141,0.100,0.100,0.153591,1,0,185
37.190000,35.860000,0.090000,6.600992,-2.675928,136.780,6.478568,-2.659753,136.387,6.547102,-2.565786,137.062,0.122619,0.282,0.282,0.177943,1,0,186
37.390000,36.060000,0.090000,6.543524,-2.622341,137.638,6.421148,-2.605821,137.221,6.489050,-2.512535,137.896,0.122575,0.259,0.259,0.177167,1,0,187
37.590000,36.260000,0.090000,6.485896,-2.570073,138.564,6.364308,-2.554002,138.319,6.431602,-2.461390,138.995,0.121490,0.431,0.431,0.182308,1,0,188
37.780000,36.450000,0.080000,6.430561,-2.521887,140.678,6.311578,-2.508722,140.511,6.378342,-2.416735,141.187,0.117404,0.508,0.508,0.180919,1,0,189
37.980000,36.650000,0.080000,6.374552,-2.476952,143.296,6.255092,-2.464308,143.125,6.321336,-2.372990,143.801,0.116791,0.506,0.506,0.179975,1,0,190
